quarter,total_pixeles_median,Suma_de_radianza_trend_sum,Suma_de_radianza_trend_median,Suma_de_radianza_trend_std,Suma_de_radianza_trend_mean,Media_de_radianza_trend_sum,Media_de_radianza_trend_median,Media_de_radianza_trend_std,Media_de_radianza_trend_mean,Desviacion_estandar_de_radianza_trend_sum,Desviacion_estandar_de_radianza_trend_median,Desviacion_estandar_de_radianza_trend_std,Desviacion_estandar_de_radianza_trend_mean,Maximo_de_radianza_trend_sum,Maximo_de_radianza_trend_median,Maximo_de_radianza_trend_std,Maximo_de_radianza_trend_mean,Minimo_de_radianza_trend_sum,Minimo_de_radianza_trend_median,Minimo_de_radianza_trend_std,Minimo_de_radianza_trend_mean,Percentil_25_de_radianza_trend_sum,Percentil_25_de_radianza_trend_median,Percentil_25_de_radianza_trend_std,Percentil_25_de_radianza_trend_mean,Percentil_50_de_radianza_trend_sum,Percentil_50_de_radianza_trend_median,Percentil_50_de_radianza_trend_std,Percentil_50_de_radianza_trend_mean,Percentil_75_de_radianza_trend_sum,Percentil_75_de_radianza_trend_median,Percentil_75_de_radianza_trend_std,Percentil_75_de_radianza_trend_mean,fecha,municipio,pib_mun_desestacionalizado,pib_mun_trend
2019Q3,944.0,28151600.164104596,306310.9484812729,701.8758320551609,305995.6539576586,29821.61034333113,324.48193695050077,0.7435125339567198,324.1479385144688,13365.359095763322,145.31625095991933,0.1512910834739463,145.27564234525352,83788.3326538535,911.8405471448631,6.915927138617803,910.7427462375381,2498.5545176455566,27.172923120875154,0.04995593300074101,27.15820127875605,22275.687963907054,242.34569186284193,0.8664143727115313,242.12704308594624,31133.981254743943,338.7608465340358,0.6957896148124468,338.4128397254776,37644.99999219568,409.5646187584164,0.774194208860621,409.18478252386603,2019-09-30,Monterrey,253754.2062180586,245165.26943140881
2019Q4,944.0,27766825.138888504,305184.5535320707,904.5137052197042,305129.9465811924,29414.009681025957,323.2887219619398,0.958171297902131,323.23087561566985,13067.817521090503,143.63125664175755,0.827904703225479,143.6023903416539,79787.19305338006,876.6540665786189,11.725086153099088,876.7823412459347,2426.269140788224,26.6854241889181,0.2466483795618745,26.662298250420044,22105.252931844276,242.93828328443723,0.21065951011440007,242.91486738290413,30686.1283351284,337.25562408439504,1.0406806678864733,337.2102014849275,37077.69057887082,407.5209694628957,1.3663543411330445,407.4471492183606,2019-12-31,Monterrey,247364.97864230198,236885.2349420048
2020Q1,944.0,27524382.693321794,302379.0117283645,528.1889241225591,302465.7438826571,29157.18505648495,320.31674971225056,0.5595221653840996,320.40862699434007,12827.998174939365,140.92703902051917,0.643708145908476,140.9670129114216,76673.21259791436,842.0909895908161,7.846261791138892,842.5627758012567,2336.49114855198,25.67126141238689,0.30029389308015203,25.675726907164616,22085.198216031706,242.63353143100787,0.15852822351993412,242.6944858904583,30420.323479809278,334.18868361797485,0.5403092839572466,334.28926900889314,36700.17723187587,403.1787580372057,0.8843600036803618,403.2986508997348,2020-03-31,Monterrey,222314.35593585757,228007.14185423273
2020Q2,944.0,27446336.99850988,301567.1616908858,146.73683146575456,301608.09888472396,29074.50953231979,319.45673907932803,0.15544155875611013,319.5001047507669,12678.357590281255,139.23236952800212,0.28135832018179885,139.3226108822116,74639.42355407438,819.5186310356618,4.972948230516903,820.213445649169,2240.1009519568784,24.631007225789094,0.3313759586579175,24.616493977548114,22184.089245562307,243.6597139797642,0.5432481751985095,243.7812005006847,30348.545868522553,333.4363777741151,0.19022081316230496,333.5005040496984,36547.670922162746,401.5779950312464,0.17696912862896977,401.6227573864038,2020-06-30,Monterrey,196790.62590022178,222079.69013278966
2020Q3,944.0,27925161.401858624,303442.31034661276,996.0812030294773,303534.3630636807,29581.738773155328,321.4431253671745,1.0551707659210068,321.5406388386449,12826.521984049426,139.36446998114587,0.2946339275805594,139.41871721792856,74691.86507535714,811.6898725751978,0.6022889608117317,811.8680986451864,2154.2593880704203,23.386497977053253,0.3256656615881104,23.415862913808915,22720.78705887259,246.91386443410997,1.2469431593164135,246.96507672687596,30897.430184239733,335.7364848243992,1.1783451517103636,335.8416324373884,37141.40732904762,403.5923216537851,1.1789226603820653,403.71094922877853,2020-09-30,Monterrey,218325.34911395624,220730.3298085228
2020Q4,944.0,28356579.898972586,308100.2309464916,1787.4511261340178,308223.6945540499,30038.749892979435,326.3773632907753,1.8934863624300855,326.50815101064603,12989.013724384657,141.11010004940673,0.771774349288728,141.18493178678975,75599.81834811407,821.014280189338,5.886062790785101,821.7371559577616,2089.553355877276,22.68064564796923,0.09346186726871449,22.71253647692691,23175.868137912385,251.84819278064353,1.6588312424120808,251.91161019469982,31396.545648969386,341.14682868009857,2.0201757661997477,341.2668005322759,37662.07746486718,409.2115122223046,2.1874901267160647,409.3704072268172,2020-12-31,Monterrey,226754.0034483626,224437.95426557097
2021Q1,944.0,28395305.797415186,315434.6590390489,2383.060319367759,315503.3977490576,30079.77309048219,334.14688457526336,2.524428304415025,334.2197010053577,13020.92319907964,144.58341698361517,1.274376396359654,144.67692443421822,76669.79786322266,850.2569826636894,12.521422007730138,851.8866429246962,2054.442600202545,22.806353465198775,0.1461700986351415,22.8271400022505,23233.824179067014,258.1118535572276,1.936323180350015,258.1536019896335,31423.160611068328,349.11018686722235,2.4695104577139566,349.14622901187033,37656.79072805021,418.3186635038094,2.9921252993746266,418.4087858672246,2021-03-31,Monterrey,234787.05170027012,229932.02906937688
2021Q2,944.0,29494212.774941277,324092.50428363204,2560.2165792018072,324112.22829605796,31243.869464980166,343.3183308089314,2.7120938339001284,343.3392248898919,13645.365779018255,149.90334964198146,1.7406151719228595,149.9490744947061,83145.48509150906,912.4921839540843,23.004039528735333,913.6866493572425,2130.9587600441473,23.428898215924406,0.16638122845875813,23.417129231254368,24128.37830404751,265.11897573546355,2.1007886057753327,265.1470143301924,32547.81215994393,357.6732723299541,2.430627721090159,357.66826549388935,39054.29715917405,429.15101763030566,3.1759701711854476,429.1681006502643,2021-06-30,Monterrey,240756.98979387118,233295.42238528832
2021Q3,944.0,30321421.782189943,333152.10202489747,2736.9040900625682,333202.43716692243,32120.150192997826,352.9153623145108,2.89926280726979,352.96868343953656,14219.04070086823,156.23489495817483,1.8891109661042267,156.2531945150355,91261.77195896074,1002.4164356641022,28.07626574025183,1002.8766149336345,2178.200992299894,23.93214034103116,0.15069100048569897,23.936274640658176,24811.368854852873,272.6155205872992,2.2572516461893746,272.65240499838325,33320.403338778226,366.1113136633514,2.538619150598789,366.15827844811236,40075.94199075806,440.33237482230265,3.3731272165051687,440.3949669314072,2021-09-30,Monterrey,232937.65849205293,235176.56975351617
2021Q4,944.0,31498570.401509937,342540.2452250244,2365.875123450581,342375.76523380366,33367.12966261646,362.86042926379764,2.506223647723027,362.68619198496157,14951.093844092436,162.58898927330839,1.6422859157171172,162.5118896097004,101251.28522468571,1100.9292675908393,27.747597748585786,1100.55744809441,2266.8631804046454,24.63050642607356,0.2654527496214746,24.639817178311365,25767.174162138606,280.23737479992326,1.852254636133887,280.07798002324574,34451.60623608982,374.6660745178074,2.0446924438691365,374.47398082706326,41558.17738682162,451.9149182587212,2.9306367614543603,451.7193194219741,2021-12-31,Monterrey,230018.6053967998,236605.3540467243
2022Q1,944.0,31318729.763322197,348175.939294336,888.208956110836,347985.8862591355,33176.62051199385,368.8304441677293,0.9408993179139847,368.6291167999317,15034.164759332125,167.14013543688296,0.9764679598352977,167.04627510369028,106986.84154862762,1189.7925227277929,22.80238044294395,1188.7426838736403,2284.8554252505155,25.421133650107848,0.1315647758031668,25.387282502783506,25574.268324992496,284.326969256609,0.5393121392539719,284.15853694436106,34081.144810284284,378.8806215491288,0.435392536266834,378.6793867809365,41283.38250815811,458.9353726863331,1.1137789240936984,458.70425009064564,2022-03-31,Monterrey,238092.64402711287,237896.2628498773
2022Q2,944.0,31069783.244496256,349231.81184797693,316.7003170738756,349098.6881404074,32912.90597933926,369.9489532287888,0.3354876240190147,369.8079323521265,15054.768684174793,169.2453517955355,0.22795041862907184,169.1547043165707,111192.50796449557,1251.6974713505035,11.279893691548265,1249.354022072984,2283.9253122115188,25.634447237494243,0.0944088028506933,25.662082159679986,25293.58677966517,284.403080198812,0.565529622564761,284.1976042659008,33653.0307509051,378.3393622276216,0.7653878653950695,378.1239410214056,40963.411948030676,460.37755448661585,0.3174028038363051,460.2630555958503,2022-06-30,Monterrey,244341.04039217765,239998.47712534573
2022Q3,944.0,26695127.211335115,346669.0249333111,911.5049419153612,346689.96378357295,28278.736452685498,367.23413658189605,0.9655772689781142,367.2563175673441,12972.69059762341,168.48119634204053,0.4166108219740705,168.47650126783648,97387.5395433228,1264.9236411164936,0.6948364927316526,1264.773240822374,2024.301856421721,26.2583892156127,0.2765775761420044,26.28963449898339,21626.720882422294,280.8681762312333,1.19380436892411,280.8665049665233,28805.489892820617,374.07731616895103,1.3624999401578883,374.09727133533266,35237.8648705143,457.59409703682854,1.0086383290071539,457.6346087079779,2022-09-30,Monterrey,242061.67495287658,242448.26364063856
2022Q4,944.0,31815447.080662094,345434.8616200449,867.6117960064219,345820.0769637184,33702.80411087086,365.92676019072564,0.9190802923797265,366.3348272920745,15485.116319502515,168.0764297352703,0.6189918986946998,168.31648173372298,116731.84408508844,1267.1467382173264,5.32922101743213,1268.8243922292222,2533.7989978035703,27.57241715195645,0.39340286872188385,27.541293454386633,25594.851236214537,278.13268107028046,0.2739891349275159,278.20490474146237,34195.50520328799,371.50389950580814,0.5461269697496366,371.6902739487825,42090.660133644335,456.9701235536022,1.5449433992969313,457.5071753656993,2022-12-31,Monterrey,243842.6041298432,244354.5629978769
2023Q1,944.0,31635327.298213087,351416.79008371313,2232.77216302407,351503.6366468121,33511.99925658166,372.2635488174926,2.3652247489661393,372.35554729535176,15483.78048729167,172.0282945069479,1.369366087909001,172.04200541435188,116527.48138203262,1295.2600866082125,7.851304092301521,1294.749793133696,2580.7207718175414,28.64320109269351,0.33025902466643003,28.674675242417127,25248.78660971833,280.4620277537869,1.1769312875310614,280.54207344131476,33875.12201781794,376.2767876950252,2.0542618476339713,376.3902446424216,41998.67255210504,466.53813581073223,3.455592809769358,466.65191724561157,2023-03-31,Monterrey,245081.3173954882,246880.82412848447
2023Q2,944.0,32665861.615546532,358973.075061886,2004.9104185944907,358965.5122587531,34603.66696562133,380.26808798928573,2.123845782409555,380.26007654528934,16042.442693078347,176.28733431894764,1.086735654886403,176.290579044817,119560.25203155236,1313.5463383620324,4.058736923905974,1313.8489234236522,2761.4872268831186,30.320237962095554,0.6346933130199914,30.346013482232074,25885.320591160806,284.4596889700458,1.008942270277824,284.4540724303385,34888.97063041769,383.40237736405163,1.8947208982118835,383.3952816529416,43507.039950066945,478.1355351265176,3.0408163246415483,478.09934011062575,2023-06-30,Monterrey,246624.08156121214,249567.57986447148
2023Q3,944.0,32967100.113435287,366244.1985011607,2305.2248351540306,366301.1123715032,34922.77554389331,387.97054925970434,2.4419754609682895,388.0308393765923,16253.930947593713,180.50703841574426,1.495951073802699,180.59923275104126,120323.5831130139,1335.7931021588558,10.135573474870455,1336.92870125571,2923.2192066699713,32.542117654270484,0.5252445645049635,32.480213407444126,25937.516576468264,288.16995551065304,1.1814455910520465,288.1946286274252,35136.230628298465,390.33939255567225,2.2297153167918258,390.4025625366496,44010.45649176247,488.91592104112317,3.397934047626364,489.0050721306941,2023-09-30,Monterrey,253175.5600002333,252331.59631576616
2023Q4,944.0,33930426.52274975,373160.448774583,1183.5177685457736,372861.82992032694,35943.24843511626,395.29708556629566,1.2537264497306995,394.9807520342446,16889.73042527967,185.75191537033487,1.1785889017129367,185.60143324483155,124950.57037196819,1374.4186596893262,8.57706113496451,1373.0831909007493,3049.172823301532,33.532149610436875,0.1125386411218915,33.507393662654195,26480.025218027495,291.0977148113376,0.29556107839221274,290.98928811019226,36095.730126127564,396.9726527497277,1.0665263322913263,396.6563750123908,45405.64111859816,499.37465544546563,1.9227738978383637,498.96308921536445,2023-12-31,Monterrey,257226.9212465581,255249.18130547728
